Region,Country,State,City,Month,Day,Year,AvgTemperature
Australia/South Pacific,Australia,,Sydney,7,30,2011,52.5
North America,US,Texas,San Angelo,6,27,2011,91.7
North America,US,Texas,Midland Odessa,10,3,2011,74.8
North America,US,South Dakota,Sioux Falls,3,16,2011,44.5
North America,US,Ohio,Akron Canton,10,4,2011,56.6
Asia,Vietnam,,Hanoi,12,11,2011,57.9
Asia,India,,Calcutta,9,7,2011,83.9
North America,US,Nevada,Las Vegas,10,5,2011,65.3
Middle East,Kuwait,,Kuwait,1,6,2011,61.0
North America,US,Tennessee,Memphis,3,14,2011,54.6
North America,US,Texas,Brownsville,1,30,2011,72.0
Middle East,Oman,,Muscat,5,31,2011,-99.0
North America,US,Illinois,Springfield,6,11,2011,71.3
Europe,Germany,,Munich,11,13,2011,33.5
Asia,Nepal,,Katmandu,2,7,2011,61.2
Europe,Italy,,Rome,9,29,2011,71.1
Asia,Laos,,Vientiane,7,15,2011,78.5
North America,US,Tennessee,Chattanooga,7,22,2011,82.1
Asia,India,,Calcutta,2,7,2011,72.3
Asia,China,,Shenyang,3,10,2011,34.5
Europe,Croatia,,Zagreb,6,20,2011,64.4
Asia,Vietnam,,Hanoi,1,16,2011,54.6
North America,US,South Dakota,Sioux Falls,10,20,2011,38.6
South/Central America & Carribean,Equador,,Quito,6,25,2011,55.2
Asia,Malaysia,,Kuala Lumpur,9,18,2011,81.4
North America,US,Oregon,Eugene,3,26,2011,45.3
Europe,Italy,,Milan,4,13,2011,56.6
North America,US,Pennsylvania,Pittsburgh,7,6,2011,75.5
South/Central America & Carribean,Argentina,,Buenos Aires,9,26,2011,68.4
Middle East,Syria,,Damascus,6,30,2011,73.4
North America,US,Tennessee,Chattanooga,9,21,2011,74.0
South/Central America & Carribean,Cuba,,Havana,2,12,2011,66.6
North America,Canada,,Toronto,9,29,2011,60.5
Middle East,Turkey,,Ankara,6,18,2011,63.6
Europe,Austria,,Vienna,3,5,2011,34.2
North America,US,Maine,Caribou,8,24,2011,61.7
North America,US,Indiana,Indianapolis,12,24,2011,33.4
Europe,Switzerland,,Bern,1,8,2011,41.7
North America,US,Oregon,Salem,12,28,2011,52.7
Africa,Algeria,,Algiers,4,21,2011,69.2
North America,US,Texas,Austin,5,12,2011,74.5
South/Central America & Carribean,Venezuela,,Caracas,2,18,2011,79.3
North America,US,Illinois,Chicago,9,23,2011,55.0
North America,US,Kansas,Wichita,2,4,2011,12.8
North America,US,Wyoming,Cheyenne,8,26,2011,73.2
Europe,Germany,,Hamburg,6,27,2011,73.7
Asia,China,,Beijing,10,25,2011,47.4
Europe,Norway,,Oslo,7,29,2011,68.5
South/Central America & Carribean,Venezuela,,Caracas,2,15,2011,77.7
Middle East,Lebanon,,Beirut,11,8,2011,65.4
North America,Mexico,,Monterrey,3,17,2011,73.5
Europe,Switzerland,,Bern,4,6,2011,55.2
North America,US,Kentucky,Paducah,10,21,2011,47.1
North America,US,Ohio,Toledo,10,19,2011,47.7
North America,US,Virginia,Roanoke,5,11,2011,64.6
North America,US,Louisiana,New Orleans,10,3,2011,67.7
South/Central America & Carribean,Bahamas,,Nassau,9,22,2011,85.6
North America,US,California,San Diego,11,13,2011,60.5
North America,US,Mississippi,Tupelo,2,3,2011,26.2
South/Central America & Carribean,Honduras,,Tegucigalpa,3,10,2011,69.4
South/Central America & Carribean,Bolivia,,La Paz,10,20,2011,45.2
North America,Mexico,,Guadalajara,11,8,2011,68.7
North America,US,Minnesota,Duluth,4,24,2011,45.0
North America,US,Texas,San Angelo,6,4,2011,84.4
North America,US,Texas,El Paso,12,26,2011,35.5
Asia,Kazakhstan,,Almaty,7,13,2011,79.9
North America,US,Florida,Tallahassee,9,30,2011,75.2
North America,US,Nebraska,North Platte,2,18,2011,33.8
South/Central America & Carribean,Haiti,,Port au Prince,4,21,2011,83.0
North America,US,Washington,Spokane,10,9,2011,48.2
Europe,Germany,,Hamburg,8,7,2011,-99.0
Asia,South Korea,,Seoul,8,3,2011,78.4
North America,Canada,,Quebec,6,26,2011,60.4
Europe,Spain,,Bilbao,9,5,2011,65.1
North America,US,Kansas,Topeka,3,2,2011,38.8
Europe,Portugal,,Lisbon,2,23,2011,57.2
North America,US,Georgia,Macon,5,30,2011,82.0
North America,US,Pennsylvania,Wilkes Barre,6,18,2011,66.7
North America,US,Minnesota,Minneapolis St. Paul,11,1,2011,47.6
North America,US,Texas,Corpus Christi,3,15,2011,64.0
North America,US,Oregon,Portland,4,9,2011,49.6
Europe,Yugoslavia,,Belgrade,11,8,2011,52.5
North America,US,North Carolina,Raleigh Durham,7,27,2011,83.8
Middle East,Lebanon,,Beirut,12,5,2011,60.4
Asia,Sri Lanka,,Colombo,10,1,2011,82.6
North America,US,Illinois,Springfield,7,7,2011,77.1
North America,US,Indiana,Evansville,7,27,2011,84.1
North America,US,Kentucky,Lexington,2,12,2011,30.4
Europe,The Netherlands,,Amsterdam,6,16,2011,59.9
Europe,Bulgaria,,Sofia,7,12,2011,77.9
Middle East,Syria,,Damascus,2,17,2011,46.9
North America,US,Mississippi,Tupelo,2,1,2011,55.9
South/Central America & Carribean,Colombia,,Bogota,12,27,2011,57.2
Europe,Austria,,Vienna,1,6,2011,28.3
Australia/South Pacific,Australia,,Sydney,9,12,2011,51.6
North America,US,Colorado,Colorado Springs,12,14,2011,36.6
Australia/South Pacific,Australia,,Canberra,5,31,2011,49.4
North America,US,Ohio,Cincinnati,6,29,2011,73.4
Europe,Bulgaria,,Sofia,1,15,2011,44.8
North America,US,Alabama,Montgomery,4,27,2011,78.3
Asia,Mongolia,,Ulan-bator,4,7,2011,33.4
North America,US,Texas,Austin,3,31,2011,56.6
North America,US,Louisiana,Lake Charles,7,1,2011,85.1
Europe,Germany,,Hamburg,11,5,2011,47.7
North America,US,North Carolina,Raleigh Durham,9,8,2011,73.6
South/Central America & Carribean,Barbados,,Bridgetown,9,4,2011,83.3
Asia,Thailand,,Bangkok,8,30,2011,83.1
North America,US,Ohio,Youngstown,3,24,2011,30.2
North America,US,New York,Rochester,3,23,2011,29.4
Africa,Togo,,Lome,2,13,2011,84.3
Europe,Germany,,Hamburg,9,27,2011,60.5
North America,US,Hawaii,Honolulu,10,5,2011,81.4
Middle East,Saudi Arabia,,Riyadh,6,17,2011,96.1
North America,US,Alabama,Mobile,5,8,2011,74.6
Africa,Ethiopia,,Addis Ababa,1,13,2011,61.5
Asia,Myanmar (Burma),,Rangoon,10,13,2011,82.7
North America,US,Pennsylvania,Wilkes Barre,1,4,2011,28.6
Europe,United Kingdom,,London,8,17,2011,60.9
North America,US,Colorado,Denver,1,12,2011,6.0
North America,US,Vermont,Burlington,11,3,2011,50.8
Africa,Malawi,,Lilongwe,1,13,2011,72.6
North America,US,North Carolina,Charlotte,9,29,2011,71.1
North America,US,District of Columbia,Washington,11,5,2011,46.0
South/Central America & Carribean,Panama,,Panama City,2,21,2011,79.9
Africa,Morocco,,Rabat,8,10,2011,76.5
Asia,Indonesia,,Jakarta,1,2,2011,81.5
Asia,Turkmenistan,,Ashabad,7,28,2011,91.6
North America,US,Texas,San Angelo,12,26,2011,42.5
North America,US,South Dakota,Rapid City,7,2,2011,66.9
Africa,Ivory Coast,,Abidjan,1,9,2011,74.7
South/Central America & Carribean,Equador,,Guayaquil,7,6,2011,78.3
Africa,Mauritania,,Nouakchott,5,15,2011,75.6
North America,US,North Dakota,Bismarck,5,25,2011,49.8
Africa,Gambia,,Banjul,9,13,2011,78.7
North America,US,Pennsylvania,Allentown,11,27,2011,44.7
North America,US,Pennsylvania,Wilkes Barre,4,20,2011,54.1
North America,US,Nevada,Las Vegas,6,21,2011,88.2
South/Central America & Carribean,Equador,,Quito,5,4,2011,60.2
North America,US,South Carolina,Columbia,10,20,2011,53.2
North America,US,New York,New York City,3,4,2011,32.4
Africa,Senegal,,Dakar,12,10,2011,76.8
North America,US,Nevada,Reno,7,16,2011,68.8
Europe,Macedonia,,Skopje,4,20,2011,55.1
Middle East,United Arab Emirates,,Dubai,2,22,2011,72.8
North America,US,Ohio,Dayton,9,3,2011,84.0
North America,US,Wyoming,Casper,9,20,2011,52.1
North America,US,Montana,Great Falls,7,19,2011,78.8
Europe,Sweden,,Stockholm,4,22,2011,51.0
Europe,Poland,,Warsaw,12,11,2011,33.3
North America,US,Texas,Corpus Christi,9,3,2011,89.5
North America,US,Washington,Seattle,5,30,2011,53.8
North America,Canada,,Halifax,6,24,2011,55.4
North America,Canada,,Edmonton,6,25,2011,55.3
South/Central America & Carribean,Panama,,Panama City,11,24,2011,79.9
North America,US,Ohio,Youngstown,9,5,2011,64.1
Asia,Tajikistan,,Dusanbe,12,10,2011,39.7
North America,US,Additional Territories,San Juan Puerto Rico,2,1,2011,75.5
South/Central America & Carribean,Bahamas,,Nassau,4,7,2011,77.9
North America,US,West Virginia,Charleston,9,5,2011,67.0
Europe,Ukraine,,Kiev,4,5,2011,45.2
North America,US,Washington,Spokane,8,15,2011,64.6
North America,US,Florida,Tampa St. Petersburg,9,19,2011,80.7
Europe,Croatia,,Zagreb,7,10,2011,83.9
Asia,Japan,,Osaka,10,1,2011,66.8
North America,US,North Carolina,Charlotte,8,4,2011,86.3
North America,US,California,Sacramento,4,29,2011,55.9
Asia,Singapore,,Singapore,2,28,2011,80.9
North America,US,New York,Buffalo,8,10,2011,70.6
North America,US,Idaho,Boise,4,8,2011,40.3
North America,US,Pennsylvania,Philadelphia,11,18,2011,40.3
North America,US,Illinois,Peoria,2,14,2011,42.3
Asia,India,,Bombay (Mumbai),11,19,2011,83.3
Asia,Laos,,Vientiane,7,20,2011,80.8
Asia,Pakistan,,Karachi,1,9,2011,61.4
North America,US,Oregon,Portland,5,19,2011,58.3
Asia,Pakistan,,Karachi,4,17,2011,83.0
Asia,Uzbekistan,,Tashkent,4,21,2011,74.7
North America,US,Maryland,Washington DC,3,16,2011,46.6
South/Central America & Carribean,Honduras,,Tegucigalpa,9,27,2011,73.7
North America,US,Michigan,Detroit,4,30,2011,49.1
South/Central America & Carribean,Suriname,,Paramaribo,3,21,2011,77.8
North America,US,Maryland,Washington DC,4,21,2011,61.1
North America,US,Ohio,Cleveland,2,4,2011,22.0
Asia,Japan,,Sapporo,7,28,2011,72.0
North America,US,Arizona,Tucson,7,1,2011,93.1
North America,US,Arizona,Tucson,1,24,2011,50.2
Asia,Nepal,,Katmandu,5,5,2011,72.9
Asia,Sri Lanka,,Colombo,7,20,2011,82.2
Africa,Senegal,,Dakar,4,24,2011,70.5
Asia,Malaysia,,Kuala Lumpur,6,17,2011,86.1
Europe,Germany,,Hamburg,4,26,2011,63.9
North America,US,West Virginia,Elkins,12,31,2011,43.9
Europe,Germany,,Hamburg,8,9,2011,58.5
Europe,Finland,,Helsinki,9,18,2011,53.4
North America,Mexico,,Guadalajara,11,24,2011,67.9
Europe,Ukraine,,Kiev,2,3,2011,27.7
North America,Canada,,Winnipeg,4,19,2011,34.2
North America,US,New York,Albany,1,26,2011,21.8
Africa,Gabon,,Libreville,11,29,2011,78.3
North America,US,Minnesota,Minneapolis St. Paul,8,28,2011,68.0
Asia,Hong Kong,,Hong Kong,7,30,2011,85.6
Europe,Germany,,Hamburg,9,12,2011,64.0
Africa,Central African Republic,,Bangui,9,8,2011,78.5
Africa,Mauritania,,Nouakchott,12,18,2011,74.1
Africa,Egypt,,Cairo,1,15,2011,56.3
North America,US,Colorado,Denver,3,3,2011,48.1
North America,US,Florida,Jacksonville,4,16,2011,77.1
Middle East,Lebanon,,Beirut,1,8,2011,53.8
Middle East,Bahrain,,Manama,10,29,2011,84.4
North America,US,Kansas,Wichita,11,2,2011,55.2
Europe,Yugoslavia,,Belgrade,2,9,2011,39.0
Africa,Morocco,,Rabat,7,24,2011,69.4
Europe,Norway,,Oslo,5,14,2011,48.8
North America,US,Michigan,Sault Ste Marie,4,23,2011,39.0
North America,US,Arkansas,Little Rock,11,9,2011,57.7
North America,US,Minnesota,Duluth,3,11,2011,26.9
North America,US,Montana,Helena,7,22,2011,67.7
Europe,Germany,,Hamburg,11,28,2011,42.1
North America,US,Michigan,Sault Ste Marie,1,9,2011,10.6
North America,US,Ohio,Dayton,7,13,2011,76.9
Europe,The Netherlands,,Amsterdam,7,12,2011,64.3
North America,US,Indiana,Fort Wayne,7,19,2011,85.4
Middle East,Saudi Arabia,,Riyadh,6,7,2011,98.9
North America,US,Idaho,Pocatello,4,29,2011,37.6
Asia,Indonesia,,Jakarta,6,24,2011,84.1
Asia,Indonesia,,Jakarta,10,8,2011,81.2
Africa,Benin,,Cotonou,2,20,2011,84.4
North America,US,Tennessee,Nashville,8,30,2011,77.5
Europe,The Netherlands,,Amsterdam,9,9,2011,63.9
North America,US,California,Sacramento,5,26,2011,57.0
North America,US,District of Columbia,Washington,1,12,2011,31.1
South/Central America & Carribean,Guatemala,,Guatemala City,10,17,2011,64.5
North America,Canada,,Regina,10,28,2011,32.4
North America,US,Maine,Portland,11,23,2011,35.9
North America,US,Arizona,Tucson,12,3,2011,46.7
South/Central America & Carribean,Guyana,,Georgetown,5,31,2011,82.9
North America,US,Colorado,Colorado Springs,7,1,2011,74.3
Europe,Greece,,Athens,1,9,2011,52.9
North America,US,Iowa,Des Moines,7,21,2011,84.3
North America,US,South Dakota,Rapid City,12,25,2011,33.5
North America,US,Oregon,Portland,3,16,2011,43.7
Europe,Italy,,Milan,7,5,2011,74.6
North America,US,Iowa,Des Moines,6,16,2011,72.0
Middle East,United Arab Emirates,,Dubai,12,24,2011,67.3
South/Central America & Carribean,Cuba,,Havana,3,27,2011,76.5
Middle East,Turkey,,Ankara,1,9,2011,28.1
North America,US,North Carolina,Raleigh Durham,11,2,2011,47.0
Europe,Switzerland,,Zurich,9,11,2011,68.0
North America,Canada,,Winnipeg,8,17,2011,68.2
North America,US,Arizona,Phoenix,11,24,2011,62.3
North America,US,Michigan,Sault Ste Marie,9,30,2011,45.6
North America,Canada,,Vancouver,9,2,2011,60.1
Europe,Belgium,,Brussels,11,30,2011,45.2
North America,US,Utah,Salt Lake City,2,17,2011,33.3
North America,US,Michigan,Lansing,9,9,2011,65.6
North America,US,District of Columbia,Washington,8,4,2011,79.7
North America,US,Kansas,Goodland,1,23,2011,28.6
North America,US,West Virginia,Elkins,12,17,2011,30.4
North America,US,Texas,Houston,2,3,2011,31.2
Middle East,Syria,,Damascus,7,25,2011,85.6
Asia,Singapore,,Singapore,12,23,2011,80.1
North America,US,Kansas,Topeka,6,20,2011,86.5
North America,US,Wyoming,Cheyenne,10,22,2011,50.3
North America,US,Wisconsin,Milwaukee,4,9,2011,44.4
North America,US,Montana,Great Falls,12,28,2011,46.2
North America,US,Colorado,Pueblo,1,1,2011,-2.0
South/Central America & Carribean,Suriname,,Paramaribo,8,23,2011,80.1
North America,US,Pennsylvania,Philadelphia,6,2,2011,80.4
North America,US,Michigan,Grand Rapids,7,17,2011,81.4
Asia,Malaysia,,Kuala Lumpur,1,18,2011,81.6
North America,US,Georgia,Savannah,5,18,2011,64.1
Africa,Kenya,,Nairobi,5,29,2011,-99.0
Asia,South Korea,,Seoul,2,5,2011,32.3
Africa,Gambia,,Banjul,5,11,2011,75.3
Asia,Singapore,,Singapore,7,1,2011,84.2
North America,US,Texas,Waco,8,20,2011,95.2
Asia,China,,Guangzhou,8,10,2011,82.2
Africa,Egypt,,Cairo,2,8,2011,59.9
North America,US,Mississippi,Jackson,4,1,2011,56.6
Africa,Kenya,,Nairobi,4,1,2011,-99.0
Africa,Nigeria,,Lagos,11,2,2011,78.5
North America,US,Texas,Lubbock,1,12,2011,25.2
Europe,Iceland,,Reykjavik,9,6,2011,52.0
North America,US,Texas,Corpus Christi,3,22,2011,73.2
Asia,China,,Guangzhou,9,17,2011,87.5
Europe,France,,Paris,4,24,2011,66.7
North America,Mexico,,Guadalajara,7,6,2011,71.4
North America,US,Montana,Billings,5,17,2011,49.4
Middle East,Lebanon,,Beirut,2,24,2011,64.1
Europe,United Kingdom,,London,5,23,2011,56.1
Asia,Indonesia,,Jakarta,10,17,2011,86.6
North America,US,Oklahoma,Tulsa,4,18,2011,70.5
South/Central America & Carribean,Cuba,,Havana,7,4,2011,79.8
North America,US,Nebraska,Lincoln,6,24,2011,67.0
North America,US,Oregon,Portland,4,19,2011,45.4
North America,US,Texas,San Antonio,5,14,2011,74.1
Australia/South Pacific,Australia,,Perth,5,22,2011,53.2
North America,US,Virginia,Roanoke,6,5,2011,79.4
Europe,Czech Republic,,Prague,3,13,2011,43.7
North America,US,Idaho,Boise,9,27,2011,70.2
North America,US,Alaska,Juneau,8,13,2011,51.5
Asia,Pakistan,,Karachi,11,18,2011,79.0
Europe,Romania,,Bucharest,7,8,2011,78.4
Asia,Singapore,,Singapore,6,8,2011,84.4
North America,US,Alaska,Juneau,10,18,2011,45.6
North America,US,Washington,Yakima,8,6,2011,73.8
North America,US,Texas,Waco,7,15,2011,92.5
North America,US,Washington,Seattle,2,23,2011,35.4
North America,US,Tennessee,Memphis,1,31,2011,54.8
Africa,South Africa,,Capetown,12,25,2011,75.4
North America,US,Nebraska,Lincoln,5,28,2011,62.0
North America,US,Georgia,Columbus,6,3,2011,87.6
North America,US,Kentucky,Paducah,10,25,2011,57.5
North America,US,Virginia,Roanoke,1,7,2011,34.4
Africa,Madagascar,,Antananarivo,1,19,2011,68.5
Asia,China,,Shanghai,6,22,2011,84.5
North America,US,Ohio,Toledo,4,9,2011,47.2
North America,US,District of Columbia,Washington,2,24,2011,40.4
South/Central America & Carribean,Uruguay,,Montvideo,5,3,2011,49.6
South/Central America & Carribean,Suriname,,Paramaribo,11,7,2011,82.5
North America,US,Ohio,Cleveland,2,3,2011,18.1
North America,US,Montana,Billings,12,12,2011,24.3
North America,US,Oregon,Medford,8,31,2011,64.3
Europe,France,,Bordeaux,8,5,2011,69.4
Europe,Switzerland,,Bern,3,20,2011,38.6
North America,US,Michigan,Detroit,12,27,2011,34.4
Asia,Sri Lanka,,Colombo,6,29,2011,82.6
North America,US,Texas,Corpus Christi,4,17,2011,68.7
Africa,Gambia,,Banjul,12,11,2011,77.7
Europe,United Kingdom,,London,12,12,2011,43.5
Australia/South Pacific,New Zealand,,Auckland,9,22,2011,54.3
North America,Canada,,Vancouver,7,18,2011,61.3
North America,US,Utah,Salt Lake City,6,16,2011,67.0
North America,US,New York,Albany,12,18,2011,19.4
Europe,Macedonia,,Skopje,3,14,2011,50.4
Africa,Guinea,,Conakry,11,23,2011,84.4
Europe,Russia,,Moscow,1,23,2011,16.1
Europe,Czech Republic,,Prague,9,3,2011,67.5
North America,US,Texas,Houston,5,3,2011,62.6
North America,US,Pennsylvania,Philadelphia,11,22,2011,49.7
South/Central America & Carribean,Haiti,,Port au Prince,8,8,2011,90.0
North America,Mexico,,Monterrey,11,3,2011,66.9
North America,US,Georgia,Columbus,2,6,2011,40.7
Europe,Yugoslavia,,Belgrade,3,26,2011,59.4
North America,US,Texas,Wichita Falls,12,20,2011,43.4
North America,US,Arkansas,Little Rock,11,24,2011,51.5
Middle East,Syria,,Damascus,9,30,2011,69.2
North America,US,California,Fresno,3,21,2011,46.8
North America,US,Wyoming,Casper,10,14,2011,45.7
North America,US,Oregon,Medford,12,24,2011,31.2
Middle East,Jordan,,Amman,1,19,2011,47.0
South/Central America & Carribean,Cuba,,Havana,2,25,2011,70.3
North America,US,Mississippi,Jackson,8,28,2011,84.5
North America,US,Illinois,Rockford,7,21,2011,87.4
Europe,Switzerland,,Geneva,11,14,2011,43.2
Africa,South Africa,,Capetown,5,30,2011,55.4
North America,US,Texas,Corpus Christi,8,6,2011,86.4
Middle East,Bahrain,,Manama,6,28,2011,97.6
North America,US,Utah,Salt Lake City,8,4,2011,76.3
Europe,Spain,,Bilbao,2,8,2011,53.7
North America,US,New York,Syracuse,7,25,2011,70.8
North America,US,Additional Territories,San Juan Puerto Rico,1,6,2011,75.7
Europe,Albania,,Tirana,5,16,2011,60.6
Asia,Mongolia,,Ulan-bator,8,12,2011,58.0
North America,US,New York,Buffalo,8,20,2011,73.5
Europe,France,,Paris,6,27,2011,81.2
South/Central America & Carribean,Argentina,,Buenos Aires,6,25,2011,45.6
North America,US,Florida,West Palm Beach,4,17,2011,78.2
Europe,Greece,,Athens,3,26,2011,57.6
North America,US,Kentucky,Paducah,6,12,2011,75.5
North America,US,Pennsylvania,Wilkes Barre,7,5,2011,70.0
North America,US,Wisconsin,Green Bay,5,4,2011,44.2
Asia,Singapore,,Singapore,6,14,2011,84.1
North America,US,Alaska,Fairbanks,3,10,2011,1.7
North America,US,Idaho,Pocatello,1,3,2011,3.3
Europe,Italy,,Rome,5,19,2011,63.3
North America,US,New York,New York City,2,28,2011,46.1
Asia,Myanmar (Burma),,Rangoon,10,18,2011,83.4
Australia/South Pacific,Australia,,Sydney,3,4,2011,54.7
North America,US,Minnesota,Duluth,4,27,2011,33.5
North America,US,Alaska,Juneau,6,30,2011,49.9
South/Central America & Carribean,Equador,,Quito,12,31,2011,59.4
Africa,Zambia,,Lusaka,12,25,2011,71.5
Europe,Macedonia,,Skopje,7,20,2011,79.6
Asia,Pakistan,,Islamabad,8,9,2011,88.0
Africa,Uganda,,Kampala,4,16,2011,73.1
North America,US,Florida,Miami Beach,3,16,2011,72.5
Middle East,Saudi Arabia,,Riyadh,2,24,2011,74.5
North America,US,Connecticut,Hartford Springfield,4,25,2011,57.5
North America,US,New York,Albany,8,10,2011,73.1
Asia,Philippines,,Manila,1,11,2011,79.1
Asia,Japan,,Sapporo,11,24,2011,37.0
Asia,Philippines,,Manila,7,25,2011,81.9
North America,US,Virginia,Roanoke,2,9,2011,27.8
North America,US,Mississippi,Tupelo,1,28,2011,46.5
North America,US,Florida,Tampa St. Petersburg,11,23,2011,72.6
Africa,Gabon,,Libreville,8,7,2011,78.1
Australia/South Pacific,Australia,,Canberra,1,20,2011,68.7
North America,US,Kansas,Wichita,7,23,2011,92.9
Europe,Finland,,Helsinki,6,6,2011,63.3
North America,US,Texas,Lubbock,2,23,2011,55.2
North America,US,Oregon,Salem,1,27,2011,42.0
Middle East,Turkey,,Istanbul,1,16,2011,48.2
Europe,United Kingdom,,Belfast,9,9,2011,63.7
South/Central America & Carribean,Colombia,,Bogota,4,15,2011,56.7
North America,US,Missouri,Kansas City,1,26,2011,24.4
North America,US,New Jersey,Atlantic City,4,15,2011,49.8
Asia,Pakistan,,Karachi,12,20,2011,65.6
North America,US,Utah,Salt Lake City,4,2,2011,61.7
North America,US,Indiana,Fort Wayne,4,5,2011,41.3
North America,US,Kentucky,Paducah,10,13,2011,63.3
North America,Canada,,Halifax,9,8,2011,59.9
Asia,Nepal,,Katmandu,4,19,2011,66.8
North America,US,Tennessee,Chattanooga,7,12,2011,85.4
Asia,Kyrgyzstan,,Bishkek,8,11,2011,64.1
Europe,Switzerland,,Bern,5,29,2011,60.3
North America,US,Missouri,Kansas City,4,20,2011,43.5
Europe,Italy,,Rome,6,12,2011,68.6
North America,US,New York,Rochester,11,8,2011,55.9
North America,US,Alabama,Birmingham,10,13,2011,67.3
North America,US,Pennsylvania,Allentown,7,10,2011,74.0
South/Central America & Carribean,Costa Rica,,San Jose,7,20,2011,74.7
North America,US,Colorado,Denver,8,14,2011,77.3
North America,US,Tennessee,Nashville,3,22,2011,68.2
North America,US,Tennessee,Chattanooga,10,27,2011,59.4
North America,Canada,,Regina,9,25,2011,64.7
Asia,Japan,,Sapporo,2,22,2011,29.6
South/Central America & Carribean,Haiti,,Port au Prince,4,19,2011,83.4
North America,US,Massachusetts,Boston,5,6,2011,57.3
Asia,Nepal,,Katmandu,2,4,2011,60.7
Middle East,Qatar,,Doha,8,11,2011,96.8
North America,Canada,,Toronto,12,29,2011,17.3
North America,US,North Carolina,Raleigh Durham,1,18,2011,37.1
Africa,Benin,,Cotonou,1,10,2011,79.4
North America,US,Ohio,Dayton,4,29,2011,49.5
Middle East,Lebanon,,Beirut,4,2,2011,68.9
North America,US,Tennessee,Knoxville,6,12,2011,80.3
Asia,Mongolia,,Ulan-bator,12,13,2011,-12.1
Asia,Kazakhstan,,Almaty,6,22,2011,75.9
North America,US,Montana,Helena,11,17,2011,29.3
Asia,Tajikistan,,Dusanbe,1,13,2011,29.7
North America,US,Georgia,Columbus,9,26,2011,79.3
Asia,India,,Bombay (Mumbai),9,14,2011,81.2
Middle East,Turkey,,Istanbul,7,7,2011,77.3
North America,US,Kansas,Wichita,5,13,2011,55.7
North America,US,Nebraska,North Platte,12,12,2011,25.5
Europe,Norway,,Oslo,12,6,2011,27.5
North America,US,Oregon,Medford,3,22,2011,43.1
Asia,Pakistan,,Karachi,5,12,2011,86.8
North America,Canada,,Vancouver,1,26,2011,47.2
Europe,Bulgaria,,Sofia,7,3,2011,58.3
Asia,Pakistan,,Islamabad,4,30,2011,83.3
North America,US,South Dakota,Sioux Falls,10,10,2011,64.1
North America,US,Oklahoma,Tulsa,10,3,2011,65.9
North America,US,Kansas,Topeka,3,17,2011,67.9
North America,US,Georgia,Savannah,12,25,2011,53.3
North America,US,Wyoming,Cheyenne,3,4,2011,33.2
North America,US,Texas,Midland Odessa,12,20,2011,40.0
North America,US,Arizona,Phoenix,1,26,2011,56.3
North America,US,Idaho,Pocatello,5,16,2011,46.3
North America,US,Florida,Jacksonville,10,1,2011,69.0
North America,US,Virginia,Norfolk,11,12,2011,47.5
North America,Canada,,Calgary,5,1,2011,42.2
Europe,Italy,,Rome,3,30,2011,55.0
North America,US,Texas,San Antonio,11,25,2011,64.5
North America,US,Texas,Dallas Ft Worth,12,8,2011,39.1
North America,US,Nebraska,Omaha,2,5,2011,25.2
North America,US,Ohio,Youngstown,3,11,2011,30.6
Asia,Thailand,,Bangkok,8,4,2011,86.2
North America,US,Michigan,Flint,2,8,2011,13.6
North America,US,Florida,Orlando,10,29,2011,72.3
Europe,Norway,,Oslo,2,21,2011,8.6
Asia,Japan,,Sapporo,3,1,2011,29.1
South/Central America & Carribean,Bahamas,,Nassau,3,10,2011,73.6
Asia,Mongolia,,Ulan-bator,1,9,2011,-18.2
Middle East,Turkey,,Istanbul,6,17,2011,72.2
Asia,Sri Lanka,,Colombo,2,21,2011,79.7
Middle East,Lebanon,,Beirut,4,10,2011,64.4
North America,US,Nebraska,Omaha,10,19,2011,40.2
Middle East,Jordan,,Amman,8,1,2011,85.2
South/Central America & Carribean,Colombia,,Bogota,9,9,2011,55.9
North America,Mexico,,Monterrey,4,11,2011,85.3
North America,US,Florida,Jacksonville,3,31,2011,67.1
Asia,Hong Kong,,Hong Kong,8,2,2011,86.4
North America,US,Nevada,Reno,5,31,2011,56.4
North America,US,Florida,Tampa St. Petersburg,11,19,2011,73.1
South/Central America & Carribean,Nicaragua,,Managua,9,14,2011,84.0
Asia,China,,Shenyang,8,19,2011,74.8
North America,US,Ohio,Akron Canton,4,24,2011,56.7
Africa,Guinea-Bissau,,Bissau,2,10,2011,76.9
North America,US,Tennessee,Chattanooga,8,26,2011,86.5
North America,US,Nevada,Reno,9,7,2011,74.0
Middle East,Qatar,,Doha,8,29,2011,94.3
Europe,Switzerland,,Zurich,11,9,2011,45.2
Africa,Zambia,,Lusaka,10,10,2011,72.7
Europe,Austria,,Vienna,6,4,2011,69.2
North America,US,Kansas,Goodland,12,29,2011,43.8
South/Central America & Carribean,Belize,,Belize City,6,17,2011,82.4
Africa,Togo,,Lome,12,14,2011,79.8
Europe,Italy,,Rome,10,4,2011,67.3
North America,US,Iowa,Sioux City,7,2,2011,75.4
Africa,Benin,,Cotonou,2,18,2011,83.9
North America,US,Massachusetts,Boston,8,3,2011,69.8
North America,US,Nebraska,Lincoln,6,9,2011,65.9
Europe,Germany,,Hamburg,9,29,2011,65.1
North America,US,Pennsylvania,Wilkes Barre,9,1,2011,67.6
Africa,Senegal,,Dakar,2,4,2011,73.6
